date_time,demand,station_load,vehicle_type,hour,day,weekday,price
2025-01-03 19:00:00,35,0.39,3W,19,3,4,38.2
2025-01-03 20:00:00,44,0.49,2W,20,3,4,39.91
2025-01-03 21:00:00,86,0.96,4W,21,3,4,58.36
2025-01-03 22:00:00,21,0.23,2W,22,3,4,20.75
2025-01-03 23:00:00,38,0.42,2W,23,3,4,29.69
2025-01-04 00:00:00,46,0.51,4W,0,4,5,40.7
2025-01-04 01:00:00,82,0.91,4W,1,4,5,58.66
2025-01-04 02:00:00,68,0.76,3W,2,4,5,49.89
2025-01-04 03:00:00,19,0.21,4W,3,4,5,24.83
2025-01-04 04:00:00,87,0.97,2W,4,4,5,57.12
2025-01-04 05:00:00,2,0.02,3W,5,4,5,14.48
2025-01-04 06:00:00,56,0.62,4W,6,4,5,43.03
2025-01-04 07:00:00,78,0.87,4W,7,4,5,61.11
2025-01-04 08:00:00,20,0.22,2W,8,4,5,27.43
2025-01-04 09:00:00,15,0.17,3W,9,4,5,26.96
2025-01-04 10:00:00,68,0.76,2W,10,4,5,48.02
2025-01-04 11:00:00,68,0.76,4W,11,4,5,51.64
2025-01-04 12:00:00,29,0.32,2W,12,4,5,28.1
2025-01-04 13:00:00,18,0.2,3W,13,4,5,21.64
2025-01-04 14:00:00,29,0.32,2W,14,4,5,25.33
2025-01-04 15:00:00,75,0.83,4W,15,4,5,52.86
2025-01-04 16:00:00,83,0.92,4W,16,4,5,59.14
2025-01-04 17:00:00,74,0.82,3W,17,4,5,58.2
2025-01-04 18:00:00,71,0.79,2W,18,4,5,53.16
2025-01-04 19:00:00,3,0.03,4W,19,4,5,23.24
2025-01-04 20:00:00,73,0.81,2W,20,4,5,53.32
2025-01-04 21:00:00,7,0.08,3W,21,4,5,16.65
2025-01-04 22:00:00,80,0.89,2W,22,4,5,54.48
2025-01-04 23:00:00,6,0.07,4W,23,4,5,20.8
2025-01-05 00:00:00,16,0.18,3W,0,5,6,23.03
2025-01-05 01:00:00,58,0.64,3W,1,5,6,44.76
2025-01-05 02:00:00,17,0.19,2W,2,5,6,22.2
2025-01-05 03:00:00,85,0.94,4W,3,5,6,60.35
2025-01-05 04:00:00,85,0.94,2W,4,5,6,56.46
2025-01-05 05:00:00,18,0.2,3W,5,5,6,25.08
2025-01-05 06:00:00,51,0.57,3W,6,5,6,41.97
2025-01-05 07:00:00,27,0.3,2W,7,5,6,30.84
2025-01-05 08:00:00,76,0.84,4W,8,5,6,58.69
2025-01-05 09:00:00,50,0.56,2W,9,5,6,44.3
2025-01-05 10:00:00,1,0.01,4W,10,5,6,15.74
2025-01-05 11:00:00,44,0.49,2W,11,5,6,33.85
2025-01-05 12:00:00,26,0.29,4W,12,5,6,27.38
2025-01-05 13:00:00,84,0.93,3W,13,5,6,58.26
2025-01-05 14:00:00,90,1.0,2W,14,5,6,58.18
2025-01-05 15:00:00,12,0.13,4W,15,5,6,23.25
2025-01-05 16:00:00,63,0.7,4W,16,5,6,49.79
2025-01-05 17:00:00,29,0.32,4W,17,5,6,35.06
2025-01-05 18:00:00,36,0.4,4W,18,5,6,39.11
2025-01-05 19:00:00,33,0.37,4W,19,5,6,36.36
2025-01-05 20:00:00,63,0.7,3W,20,5,6,51.49
2025-01-05 21:00:00,75,0.83,4W,21,5,6,53.05
2025-01-05 22:00:00,46,0.51,4W,22,5,6,40.1
2025-01-05 23:00:00,35,0.39,3W,23,5,6,30.76
2025-01-06 00:00:00,17,0.19,4W,0,6,0,22.84
2025-01-06 01:00:00,59,0.66,2W,1,6,0,41.66
2025-01-06 02:00:00,57,0.63,4W,2,6,0,45.28
2025-01-06 03:00:00,86,0.96,3W,3,6,0,59.74
2025-01-06 04:00:00,70,0.78,2W,4,6,0,48.73
2025-01-06 05:00:00,61,0.68,3W,5,6,0,44.2
2025-01-06 06:00:00,45,0.5,3W,6,6,0,35.86
2025-01-06 07:00:00,60,0.67,2W,7,6,0,48.88
2025-01-06 08:00:00,45,0.5,4W,8,6,0,43.01
2025-01-06 09:00:00,42,0.47,3W,9,6,0,41.25
2025-01-06 10:00:00,29,0.32,3W,10,6,0,28.68
2025-01-06 11:00:00,70,0.78,4W,11,6,0,50.09
2025-01-06 12:00:00,9,0.1,3W,12,6,0,19.07
2025-01-06 13:00:00,78,0.87,2W,13,6,0,51.76
2025-01-06 14:00:00,71,0.79,3W,14,6,0,51.47
2025-01-06 15:00:00,66,0.73,3W,15,6,0,49.3
2025-01-06 16:00:00,50,0.56,4W,16,6,0,41.52
2025-01-06 17:00:00,26,0.29,4W,17,6,0,34.99
2025-01-06 18:00:00,59,0.66,2W,18,6,0,49.08
2025-01-06 19:00:00,9,0.1,2W,19,6,0,23.42
2025-01-06 20:00:00,19,0.21,4W,20,6,0,29.04
2025-01-06 21:00:00,89,0.99,3W,21,6,0,59.36
2025-01-06 22:00:00,44,0.49,4W,22,6,0,39.42
2025-01-06 23:00:00,41,0.46,2W,23,6,0,34.19
2025-01-07 00:00:00,42,0.47,3W,0,7,1,34.52
2025-01-07 01:00:00,77,0.86,2W,1,7,1,51.38
2025-01-07 02:00:00,65,0.72,3W,2,7,1,48.74
2025-01-07 03:00:00,22,0.24,3W,3,7,1,25.39
2025-01-07 04:00:00,81,0.9,2W,4,7,1,51.72
2025-01-07 05:00:00,42,0.47,2W,5,7,1,32.55
2025-01-07 06:00:00,83,0.92,4W,6,7,1,59.67
2025-01-07 07:00:00,38,0.42,3W,7,7,1,37.4
2025-01-07 08:00:00,63,0.7,3W,8,7,1,49.3
2025-01-07 09:00:00,70,0.78,4W,9,7,1,57.34
2025-01-07 10:00:00,21,0.23,3W,10,7,1,24.78
2025-01-07 11:00:00,49,0.54,2W,11,7,1,35.63
2025-01-07 12:00:00,6,0.07,2W,12,7,1,15.57
2025-01-07 13:00:00,24,0.27,4W,13,7,1,26.31
2025-01-07 14:00:00,70,0.78,2W,14,7,1,48.59
2025-01-07 15:00:00,25,0.28,4W,15,7,1,27.81
2025-01-07 16:00:00,62,0.69,4W,16,7,1,45.99
2025-01-07 17:00:00,14,0.16,4W,17,7,1,27.65
2025-01-07 18:00:00,43,0.48,3W,18,7,1,40.77
2025-01-07 19:00:00,78,0.87,2W,19,7,1,55.93
2025-01-07 20:00:00,28,0.31,2W,20,7,1,31.28
2025-01-07 21:00:00,5,0.06,3W,21,7,1,17.97
2025-01-07 22:00:00,89,0.99,3W,22,7,1,59.01
2025-01-07 23:00:00,7,0.08,2W,23,7,1,15.92
2025-01-08 00:00:00,31,0.34,2W,0,8,2,27.94
2025-01-08 01:00:00,64,0.71,4W,1,8,2,48.47
2025-01-08 02:00:00,59,0.66,4W,2,8,2,44.91
2025-01-08 03:00:00,75,0.83,4W,3,8,2,55.5
2025-01-08 04:00:00,3,0.03,3W,4,8,2,15.79
2025-01-08 05:00:00,69,0.77,4W,5,8,2,51.84
2025-01-08 06:00:00,2,0.02,3W,6,8,2,16.97
2025-01-08 07:00:00,74,0.82,4W,7,8,2,57.29
2025-01-08 08:00:00,39,0.43,4W,8,8,2,42.17
2025-01-08 09:00:00,4,0.04,3W,9,8,2,22.83
2025-01-08 10:00:00,3,0.03,2W,10,8,2,14.26
2025-01-08 11:00:00,22,0.24,3W,11,8,2,24.93
2025-01-08 12:00:00,31,0.34,4W,12,8,2,31.87
2025-01-08 13:00:00,79,0.88,2W,13,8,2,53.35
2025-01-08 14:00:00,70,0.78,3W,14,8,2,51.4
2025-01-08 15:00:00,61,0.68,2W,15,8,2,43.5
2025-01-08 16:00:00,66,0.73,4W,16,8,2,48.44
2025-01-08 17:00:00,71,0.79,4W,17,8,2,55.61
2025-01-08 18:00:00,46,0.51,2W,18,8,2,40.31
2025-01-08 19:00:00,8,0.09,3W,19,8,2,21.94
2025-01-08 20:00:00,89,0.99,4W,20,8,2,68.16
2025-01-08 21:00:00,26,0.29,3W,21,8,2,27.24
2025-01-08 22:00:00,24,0.27,3W,22,8,2,24.77
2025-01-08 23:00:00,70,0.78,2W,23,8,2,49.61
2025-01-09 00:00:00,80,0.89,2W,0,9,3,53.05
2025-01-09 01:00:00,86,0.96,4W,1,9,3,59.23
2025-01-09 02:00:00,75,0.83,4W,2,9,3,54.39
2025-01-09 03:00:00,28,0.31,4W,3,9,3,31.32
2025-01-09 04:00:00,30,0.33,3W,4,9,3,29.07
2025-01-09 05:00:00,1,0.01,3W,5,9,3,14.81
2025-01-09 06:00:00,59,0.66,4W,6,9,3,47.04
2025-01-09 07:00:00,74,0.82,4W,7,9,3,58.61
2025-01-09 08:00:00,5,0.06,2W,8,9,3,21.41
2025-01-09 09:00:00,18,0.2,2W,9,9,3,25.17
2025-01-09 10:00:00,11,0.12,4W,10,9,3,20.94
2025-01-09 11:00:00,22,0.24,4W,11,9,3,28.77
2025-01-09 12:00:00,11,0.12,3W,12,9,3,20.09
2025-01-09 13:00:00,35,0.39,3W,13,9,3,30.39
2025-01-09 14:00:00,1,0.01,3W,14,9,3,14.32
2025-01-09 15:00:00,20,0.22,2W,15,9,3,21.42
2025-01-09 16:00:00,20,0.22,4W,16,9,3,25.44
2025-01-09 17:00:00,51,0.57,2W,17,9,3,43.39
2025-01-09 18:00:00,27,0.3,4W,18,9,3,34.84
2025-01-09 19:00:00,32,0.36,3W,19,9,3,35.83
2025-01-09 20:00:00,11,0.12,2W,20,9,3,22.46
2025-01-09 21:00:00,23,0.26,4W,21,9,3,25.99
2025-01-09 22:00:00,26,0.29,4W,22,9,3,28.14
2025-01-09 23:00:00,54,0.6,4W,23,9,3,43.44
2025-01-10 00:00:00,59,0.66,3W,0,10,4,45.53
2025-01-10 01:00:00,35,0.39,2W,1,10,4,28.16
2025-01-10 02:00:00,36,0.4,3W,2,10,4,30.67
2025-01-10 03:00:00,85,0.94,3W,3,10,4,58.59
2025-01-10 04:00:00,63,0.7,4W,4,10,4,46.38
2025-01-10 05:00:00,43,0.48,4W,5,10,4,37.89
2025-01-10 06:00:00,33,0.37,2W,6,10,4,27.33
2025-01-10 07:00:00,1,0.01,2W,7,10,4,16.18
2025-01-10 08:00:00,42,0.47,3W,8,10,4,39.18
2025-01-10 09:00:00,40,0.44,4W,9,10,4,43.34
2025-01-10 10:00:00,86,0.96,4W,10,10,4,61.42
2025-01-10 11:00:00,56,0.62,3W,11,10,4,40.64
2025-01-10 12:00:00,78,0.87,2W,12,10,4,53.0
2025-01-10 13:00:00,64,0.71,2W,13,10,4,43.56
2025-01-10 14:00:00,87,0.97,3W,14,10,4,60.29
2025-01-10 15:00:00,26,0.29,2W,15,10,4,25.69
2025-01-10 16:00:00,69,0.77,3W,16,10,4,48.73
2025-01-10 17:00:00,63,0.7,4W,17,10,4,53.47
2025-01-10 18:00:00,62,0.69,2W,18,10,4,50.69
2025-01-10 19:00:00,90,1.0,4W,19,10,4,66.18
2025-01-10 20:00:00,18,0.2,4W,20,10,4,29.67
2025-01-10 21:00:00,30,0.33,3W,21,10,4,30.48
2025-01-10 22:00:00,70,0.78,2W,22,10,4,49.16
2025-01-10 23:00:00,67,0.74,2W,23,10,4,44.97
2025-01-11 00:00:00,54,0.6,4W,0,11,5,41.96
2025-01-11 01:00:00,69,0.77,4W,1,11,5,49.44
2025-01-11 02:00:00,32,0.36,4W,2,11,5,30.95
2025-01-11 03:00:00,86,0.96,2W,3,11,5,57.47
2025-01-11 04:00:00,27,0.3,2W,4,11,5,25.21
2025-01-11 05:00:00,66,0.73,2W,5,11,5,47.16
2025-01-11 06:00:00,29,0.32,2W,6,11,5,25.11
2025-01-11 07:00:00,43,0.48,2W,7,11,5,39.43
2025-01-11 08:00:00,22,0.24,2W,8,11,5,29.39
2025-01-11 09:00:00,70,0.78,4W,9,11,5,55.81
2025-01-11 10:00:00,69,0.77,3W,10,11,5,49.54
2025-01-11 11:00:00,34,0.38,2W,11,11,5,29.43
2025-01-11 12:00:00,3,0.03,4W,12,11,5,16.55
2025-01-11 13:00:00,2,0.02,2W,13,11,5,12.59
2025-01-11 14:00:00,65,0.72,2W,14,11,5,45.59
2025-01-11 15:00:00,11,0.12,2W,15,11,5,18.22
2025-01-11 16:00:00,5,0.06,4W,16,11,5,18.41
2025-01-11 17:00:00,79,0.88,4W,17,11,5,61.86
2025-01-11 18:00:00,63,0.7,2W,18,11,5,51.16
2025-01-11 19:00:00,74,0.82,4W,19,11,5,59.91
2025-01-11 20:00:00,35,0.39,3W,20,11,5,35.12
2025-01-11 21:00:00,10,0.11,4W,21,11,5,19.19
2025-01-11 22:00:00,51,0.57,2W,22,11,5,39.13
2025-01-11 23:00:00,73,0.81,2W,23,11,5,48.14
2025-01-12 00:00:00,32,0.36,3W,0,12,6,30.84
2025-01-12 01:00:00,49,0.54,4W,1,12,6,39.52
2025-01-12 02:00:00,89,0.99,2W,2,12,6,58.98
2025-01-12 03:00:00,62,0.69,2W,3,12,6,44.71
2025-01-12 04:00:00,77,0.86,3W,4,12,6,54.03
2025-01-12 05:00:00,27,0.3,2W,5,12,6,27.06
2025-01-12 06:00:00,53,0.59,3W,6,12,6,39.17
2025-01-12 07:00:00,6,0.07,4W,7,12,6,24.99
2025-01-12 08:00:00,19,0.21,2W,8,12,6,28.39
2025-01-12 09:00:00,63,0.7,2W,9,12,6,48.19
2025-01-12 10:00:00,10,0.11,2W,10,12,6,16.15
2025-01-12 11:00:00,38,0.42,4W,11,12,6,34.66
2025-01-12 12:00:00,64,0.71,2W,12,12,6,44.67
2025-01-12 13:00:00,62,0.69,3W,13,12,6,47.33
2025-01-12 14:00:00,34,0.38,2W,14,12,6,27.79
2025-01-12 15:00:00,78,0.87,3W,15,12,6,55.39
2025-01-12 16:00:00,53,0.59,2W,16,12,6,40.06
2025-01-12 17:00:00,75,0.83,2W,17,12,6,54.62
2025-01-12 18:00:00,47,0.52,2W,18,12,6,41.31
2025-01-12 19:00:00,47,0.52,3W,19,12,6,43.35
2025-01-12 20:00:00,59,0.66,3W,20,12,6,48.43
2025-01-12 21:00:00,60,0.67,4W,21,12,6,45.0
2025-01-12 22:00:00,14,0.16,3W,22,12,6,20.47
2025-01-12 23:00:00,64,0.71,2W,23,12,6,45.59
2025-01-13 00:00:00,2,0.02,3W,0,13,0,15.44
2025-01-13 01:00:00,22,0.24,2W,1,13,0,23.22
2025-01-13 02:00:00,66,0.73,3W,2,13,0,48.21
2025-01-13 03:00:00,31,0.34,2W,3,13,0,26.21
2025-01-13 04:00:00,58,0.64,4W,4,13,0,46.83
2025-01-13 05:00:00,25,0.28,3W,5,13,0,26.08
2025-01-13 06:00:00,72,0.8,2W,6,13,0,48.16
2025-01-13 07:00:00,50,0.56,2W,7,13,0,42.91
2025-01-13 08:00:00,58,0.64,4W,8,13,0,50.08
2025-01-13 09:00:00,70,0.78,4W,9,13,0,56.44
2025-01-13 10:00:00,32,0.36,3W,10,13,0,28.7
2025-01-13 11:00:00,24,0.27,2W,11,13,0,25.21
2025-01-13 12:00:00,74,0.82,3W,12,13,0,51.25
2025-01-13 13:00:00,49,0.54,3W,13,13,0,37.3
2025-01-13 14:00:00,14,0.16,3W,14,13,0,22.8
2025-01-13 15:00:00,22,0.24,4W,15,13,0,26.57
2025-01-13 16:00:00,58,0.64,3W,16,13,0,42.57
2025-01-13 17:00:00,21,0.23,2W,17,13,0,26.6
2025-01-13 18:00:00,24,0.27,4W,18,13,0,32.04
2025-01-13 19:00:00,5,0.06,4W,19,13,0,24.17
2025-01-13 20:00:00,84,0.93,4W,20,13,0,64.12
2025-01-13 21:00:00,70,0.78,3W,21,13,0,47.96
2025-01-13 22:00:00,23,0.26,4W,22,13,0,29.13
2025-01-13 23:00:00,62,0.69,3W,23,13,0,46.65
2025-01-14 00:00:00,56,0.62,4W,0,14,1,44.22
2025-01-14 01:00:00,65,0.72,4W,1,14,1,50.43
2025-01-14 02:00:00,81,0.9,2W,2,14,1,52.48
2025-01-14 03:00:00,33,0.37,2W,3,14,1,27.69
2025-01-14 04:00:00,20,0.22,4W,4,14,1,26.76
2025-01-14 05:00:00,53,0.59,2W,5,14,1,41.06
2025-01-14 06:00:00,37,0.41,4W,6,14,1,34.43
2025-01-14 07:00:00,25,0.28,3W,7,14,1,33.75
2025-01-14 08:00:00,83,0.92,3W,8,14,1,61.81
2025-01-14 09:00:00,24,0.27,3W,9,14,1,31.56
2025-01-14 10:00:00,55,0.61,3W,10,14,1,41.63
2025-01-14 11:00:00,71,0.79,4W,11,14,1,53.51
2025-01-14 12:00:00,25,0.28,2W,12,14,1,24.13
2025-01-14 13:00:00,12,0.13,2W,13,14,1,20.06
2025-01-14 14:00:00,5,0.06,3W,14,14,1,17.16
2025-01-14 15:00:00,83,0.92,3W,15,14,1,56.15
2025-01-14 16:00:00,62,0.69,3W,16,14,1,44.87
2025-01-14 17:00:00,34,0.38,3W,17,14,1,38.38
2025-01-14 18:00:00,41,0.46,2W,18,14,1,38.1
2025-01-14 19:00:00,1,0.01,2W,19,14,1,19.44
2025-01-14 20:00:00,48,0.53,3W,20,14,1,43.76
2025-01-14 21:00:00,9,0.1,2W,21,14,1,15.86
2025-01-14 22:00:00,50,0.56,3W,22,14,1,40.46
2025-01-14 23:00:00,24,0.27,3W,23,14,1,24.57
2025-01-15 00:00:00,79,0.88,4W,0,15,2,54.53
2025-01-15 01:00:00,50,0.56,4W,1,15,2,41.43
2025-01-15 02:00:00,43,0.48,3W,2,15,2,34.96
2025-01-15 03:00:00,84,0.93,2W,3,15,2,53.7
2025-01-15 04:00:00,34,0.38,2W,4,15,2,27.81
2025-01-15 05:00:00,85,0.94,4W,5,15,2,61.23
2025-01-15 06:00:00,71,0.79,4W,6,15,2,52.39
2025-01-15 07:00:00,30,0.33,3W,7,15,2,35.53
2025-01-15 08:00:00,12,0.13,4W,8,15,2,28.15
2025-01-15 09:00:00,57,0.63,4W,9,15,2,49.36
2025-01-15 10:00:00,73,0.81,2W,10,15,2,48.24
2025-01-15 11:00:00,59,0.66,3W,11,15,2,45.98
2025-01-15 12:00:00,31,0.34,3W,12,15,2,30.25
2025-01-15 13:00:00,44,0.49,2W,13,15,2,36.09
2025-01-15 14:00:00,35,0.39,4W,14,15,2,32.8
2025-01-15 15:00:00,73,0.81,2W,15,15,2,50.21
2025-01-15 16:00:00,32,0.36,2W,16,15,2,29.81
2025-01-15 17:00:00,16,0.18,2W,17,15,2,26.83
2025-01-15 18:00:00,39,0.43,2W,18,15,2,36.18
2025-01-15 19:00:00,65,0.72,2W,19,15,2,52.1
2025-01-15 20:00:00,21,0.23,2W,20,15,2,26.91
2025-01-15 21:00:00,23,0.26,2W,21,15,2,25.43
2025-01-15 22:00:00,80,0.89,3W,22,15,2,56.29
2025-01-15 23:00:00,35,0.39,2W,23,15,2,30.26
2025-01-16 00:00:00,2,0.02,4W,0,16,3,15.22
2025-01-16 01:00:00,86,0.96,4W,1,16,3,58.62
2025-01-16 02:00:00,6,0.07,4W,2,16,3,19.27
2025-01-16 03:00:00,14,0.16,2W,3,16,3,21.06
2025-01-16 04:00:00,19,0.21,4W,4,16,3,25.02
2025-01-16 05:00:00,72,0.8,2W,5,16,3,47.32
2025-01-16 06:00:00,36,0.4,3W,6,16,3,32.5
2025-01-16 07:00:00,19,0.21,2W,7,16,3,25.53
2025-01-16 08:00:00,38,0.42,3W,8,16,3,36.98
2025-01-16 09:00:00,52,0.58,4W,9,16,3,49.02
2025-01-16 10:00:00,50,0.56,3W,10,16,3,39.2
2025-01-16 11:00:00,17,0.19,3W,11,16,3,22.56
2025-01-16 12:00:00,88,0.98,3W,12,16,3,59.24
2025-01-16 13:00:00,1,0.01,4W,13,16,3,15.8
2025-01-16 14:00:00,20,0.22,4W,14,16,3,26.38
2025-01-16 15:00:00,53,0.59,2W,15,16,3,37.17
2025-01-16 16:00:00,66,0.73,2W,16,16,3,44.03
2025-01-16 17:00:00,85,0.94,3W,17,16,3,61.21
2025-01-16 18:00:00,59,0.66,2W,18,16,3,47.93
2025-01-16 19:00:00,46,0.51,3W,19,16,3,42.97
2025-01-16 20:00:00,18,0.2,4W,20,16,3,28.24
2025-01-16 21:00:00,64,0.71,3W,21,16,3,48.4
2025-01-16 22:00:00,6,0.07,2W,22,16,3,16.91
2025-01-16 23:00:00,35,0.39,4W,23,16,3,33.81
2025-01-17 00:00:00,43,0.48,3W,0,17,4,36.79
2025-01-17 01:00:00,87,0.97,3W,1,17,4,57.55
2025-01-17 02:00:00,12,0.13,2W,2,17,4,17.15
2025-01-17 03:00:00,56,0.62,2W,3,17,4,38.96
2025-01-17 04:00:00,63,0.7,2W,4,17,4,44.87
2025-01-17 05:00:00,59,0.66,4W,5,17,4,47.61
2025-01-17 06:00:00,52,0.58,4W,6,17,4,41.34
2025-01-17 07:00:00,64,0.71,4W,7,17,4,55.65
2025-01-17 08:00:00,76,0.84,4W,8,17,4,59.48
2025-01-17 09:00:00,26,0.29,4W,9,17,4,34.07
2025-01-17 10:00:00,83,0.92,4W,10,17,4,60.28
2025-01-17 11:00:00,79,0.88,4W,11,17,4,56.79
2025-01-17 12:00:00,83,0.92,3W,12,17,4,58.05
2025-01-17 13:00:00,43,0.48,4W,13,17,4,39.48
2025-01-17 14:00:00,37,0.41,4W,14,17,4,33.22
2025-01-17 15:00:00,78,0.87,2W,15,17,4,52.44
2025-01-17 16:00:00,84,0.93,3W,16,17,4,55.02
2025-01-17 17:00:00,66,0.73,4W,17,17,4,55.53
2025-01-17 18:00:00,45,0.5,3W,18,17,4,42.75
2025-01-17 19:00:00,41,0.46,4W,19,17,4,43.05
2025-01-17 20:00:00,2,0.02,2W,20,17,4,18.75
2025-01-17 21:00:00,14,0.16,2W,21,17,4,17.62
2025-01-17 22:00:00,66,0.73,3W,22,17,4,48.4
2025-01-17 23:00:00,88,0.98,3W,23,17,4,57.77
2025-01-18 00:00:00,10,0.11,2W,0,18,5,16.85
2025-01-18 01:00:00,23,0.26,3W,1,18,5,27.5
2025-01-18 02:00:00,86,0.96,4W,2,18,5,61.52
2025-01-18 03:00:00,40,0.44,4W,3,18,5,34.68
2025-01-18 04:00:00,25,0.28,4W,4,18,5,30.49
2025-01-18 05:00:00,6,0.07,4W,5,18,5,20.17
2025-01-18 06:00:00,48,0.53,2W,6,18,5,37.89
2025-01-18 07:00:00,10,0.11,3W,7,18,5,23.4
2025-01-18 08:00:00,41,0.46,3W,8,18,5,39.86
2025-01-18 09:00:00,59,0.66,3W,9,18,5,47.45
2025-01-18 10:00:00,7,0.08,2W,10,18,5,15.56
2025-01-18 11:00:00,46,0.51,3W,11,18,5,36.27
2025-01-18 12:00:00,53,0.59,4W,12,18,5,44.7
2025-01-18 13:00:00,4,0.04,2W,13,18,5,14.94
2025-01-18 14:00:00,40,0.44,2W,14,18,5,31.53
2025-01-18 15:00:00,3,0.03,3W,15,18,5,15.58
2025-01-18 16:00:00,77,0.86,3W,16,18,5,51.75
2025-01-18 17:00:00,90,1.0,2W,17,18,5,62.34
2025-01-18 18:00:00,86,0.96,2W,18,18,5,61.17
2025-01-18 19:00:00,14,0.16,3W,19,18,5,26.47
2025-01-18 20:00:00,53,0.59,2W,20,18,5,45.35
2025-01-18 21:00:00,25,0.28,3W,21,18,5,25.03
2025-01-18 22:00:00,72,0.8,4W,22,18,5,53.63
2025-01-18 23:00:00,23,0.26,2W,23,18,5,24.92
2025-01-19 00:00:00,68,0.76,4W,0,19,6,50.17
2025-01-19 01:00:00,75,0.83,2W,1,19,6,50.38
2025-01-19 02:00:00,28,0.31,4W,2,19,6,31.27
